aliasNames,shortName
condor-1.1,spdx/Condor-1.1
contents of this file are subject to the mozilla public license,FSF/MPL
copyleft-next 0.3.0,spdx/copyleft-next-0.3.0
copyleft-next 0.3.1,spdx/copyleft-next-0.3.1
copyleft-next-0.3.0,spdx/copyleft-next-0.3.0
copyleft-next-0.3.1,spdx/copyleft-next-0.3.1
couchbase community edition license agreement,Approved/Couchbase Community Edition License Agreement
cpal,spdx/CPAL-1.0
cpal-1.0,spdx/CPAL-1.0
cpl,spdx/CPL-1.0
cpl-1,spdx/CPL-1.0
cpl-1.0,spdx/CPL-1.0
cpl1,spdx/CPL-1.0
cpl1.0,spdx/CPL-1.0
cpol-1.02,spdx/CPOL-1.02
creative commons,spdx/CC0-1.0
creative commons 3.0 by-sa,spdx/CC-BY-SA-3.0
creative commons attribution 1.0,spdx/CC-BY-1.0
creative commons attribution 1.0 generic,spdx/CC-BY-1.0
creative commons attribution 2.0,spdx/CC-BY-2.0
creative commons attribution 2.0 generic,spdx/CC-BY-2.0
creative commons attribution 2.5,spdx/CC-BY-2.5
creative commons attribution 2.5 generic,spdx/CC-BY-2.5
creative commons attribution 3.0,spdx/CC-BY-3.0
creative commons attribution 3.0 unported,spdx/CC-BY-3.0
creative commons attribution 3.0 unported license,spdx/CC-BY-3.0
creative commons attribution 4.0,spdx/CC-BY-4.0
creative commons attribution 4.0 international,spdx/CC-BY-4.0
creative commons attribution 4.0 international license,spdx/CC-BY-4.0
creative commons attribution 4.0 license,spdx/CC-BY-4.0
creative commons attribution license,spdx/CC-BY-2.5
creative commons attribution no derivatives 1.0,spdx/CC-BY-ND-1.0
creative commons attribution no derivatives 1.0 generic,spdx/CC-BY-ND-1.0
creative commons attribution no derivatives 2.0,spdx/CC-BY-ND-2.0
creative commons attribution no derivatives 2.0 generic,spdx/CC-BY-ND-2.0
creative commons attribution no derivatives 2.5,spdx/CC-BY-ND-2.5
creative commons attribution no derivatives 2.5 generic,spdx/CC-BY-ND-2.5
creative commons attribution no derivatives 3.0,spdx/CC-BY-ND-3.0
creative commons attribution no derivatives 3.0 unported,spdx/CC-BY-ND-3.0
creative commons attribution no derivatives 4.0,spdx/CC-BY-ND-4.0
creative commons attribution no derivatives 4.0 international,spdx/CC-BY-ND-4.0
creative commons attribution non commercial 1.0,spdx/CC-BY-NC-1.0
creative commons attribution non commercial 1.0 generic,spdx/CC-BY-NC-1.0
creative commons attribution non commercial 2.0,spdx/CC-BY-NC-2.0
creative commons attribution non commercial 2.0 generic,spdx/CC-BY-NC-2.0
creative commons attribution non commercial 2.5,spdx/CC-BY-NC-2.5
creative commons attribution non commercial 2.5 generic,spdx/CC-BY-NC-2.5
creative commons attribution non commercial 3.0,spdx/CC-BY-NC-3.0
creative commons attribution non commercial 3.0 unported,spdx/CC-BY-NC-3.0
creative commons attribution non commercial 4.0,spdx/CC-BY-NC-4.0
creative commons attribution non commercial 4.0 international,spdx/CC-BY-NC-4.0
creative commons attribution non commercial no derivatives 1.0,spdx/CC-BY-NC-ND-1.0
creative commons attribution non commercial no derivatives 1.0 generic,spdx/CC-BY-NC-ND-1.0
creative commons attribution non commercial no derivatives 2.0,spdx/CC-BY-NC-ND-2.0
creative commons attribution non commercial no derivatives 2.0 generic,spdx/CC-BY-NC-ND-2.0
creative commons attribution non commercial no derivatives 2.5,spdx/CC-BY-NC-ND-2.5
creative commons attribution non commercial no derivatives 2.5 generic,spdx/CC-BY-NC-ND-2.5
creative commons attribution non commercial no derivatives 3.0,spdx/CC-BY-NC-ND-3.0
creative commons attribution non commercial no derivatives 3.0 unported,spdx/CC-BY-NC-ND-3.0
creative commons attribution non commercial no derivatives 4.0,spdx/CC-BY-NC-ND-4.0
creative commons attribution non commercial no derivatives 4.0 international,spdx/CC-BY-NC-ND-4.0
creative commons attribution non commercial share alike 1.0,spdx/CC-BY-NC-SA-1.0
creative commons attribution non commercial share alike 1.0 generic,spdx/CC-BY-NC-SA-1.0
creative commons attribution non commercial share alike 2.0,spdx/CC-BY-NC-SA-2.0
creative commons attribution non commercial share alike 2.0 generic,spdx/CC-BY-NC-SA-2.0
creative commons attribution non commercial share alike 2.5,spdx/CC-BY-NC-SA-2.5
creative commons attribution non commercial share alike 2.5 generic,spdx/CC-BY-NC-SA-2.5
creative commons attribution non commercial share alike 3.0,spdx/CC-BY-NC-SA-3.0
creative commons attribution non commercial share alike 3.0 unported,spdx/CC-BY-NC-SA-3.0
creative commons attribution non commercial share alike 4.0,spdx/CC-BY-NC-SA-4.0
creative commons attribution non commercial share alike 4.0 international,spdx/CC-BY-NC-SA-4.0
creative commons attribution share alike 1.0,spdx/CC-BY-SA-1.0
creative commons attribution share alike 1.0 generic,spdx/CC-BY-SA-1.0
creative commons attribution share alike 2.0,spdx/CC-BY-SA-2.0
creative commons attribution share alike 2.0 generic,spdx/CC-BY-SA-2.0
creative commons attribution share alike 2.5,spdx/CC-BY-SA-2.5
creative commons attribution share alike 2.5 generic,spdx/CC-BY-SA-2.5
creative commons attribution share alike 3.0,spdx/CC-BY-SA-3.0
creative commons attribution share alike 3.0 unported,spdx/CC-BY-SA-3.0
creative commons attribution share alike 4.0,spdx/CC-BY-SA-4.0
creative commons attribution share alike 4.0 international,spdx/CC-BY-SA-4.0
creative commons attribution-noncommercial 3.0 unported license,spdx/CC-BY-NC-3.0
creative commons attribution-noncommercial 4.0 international license,spdx/CC-BY-NC-4.0
creative commons attribution-noncommercial-noderivs 3.0 united states license,Approved/CC-BY-NC-ND-3.0-US
creative commons attribution-noncommercial-noderivs 4.0 international license,spdx/CC-BY-NC-ND-4.0
creative commons attribution-noncommercial-sharealike 3.0 unported license,spdx/CC-BY-NC-SA-3.0
creative commons attribution-noncommercial-sharealike 4.0 international license,spdx/CC-BY-NC-SA-4.0
creative commons attribution-sharealike 2.0 generic license,spdx/CC-BY-SA-2.0
creative commons attribution-sharealike 3.0 united states license,Approved/CC-BY-SA-3.0-US
creative commons attribution-sharealike 3.0 unported license,spdx/CC-BY-SA-3.0
creative commons attribution-sharealike 4.0 international license,spdx/CC-BY-SA-4.0
creative commons attribution-sharealike 4.0 license,spdx/CC-BY-SA-4.0
creative commons by-sa 4.0,spdx/CC-BY-SA-4.0
creative commons cc0,spdx/CC0-1.0
creative commons cc0 1.0 universal (cc-0),spdx/CC0-1.0
"creative commons nocommercial, any version",spdx/CC-BY-NC-4.0
"creative commons noderivatives, any version",spdx/CC-BY-ND-4.0
creative commons public license,spdx/CC-BY-1.0
creative commons zero,spdx/CC0-1.0
creative commons zero v1.0 universal,spdx/CC0-1.0
crossword,spdx/Crossword
crossword license,spdx/Crossword
cryptix general license,FSF/CryptixGeneralLicense
cryptixgenerallicense,FSF/CryptixGeneralLicense
crypto\apr_md4.c,spdx/RSA-MD
cryptoapr_md4.c,spdx/RSA-MD
crystalstacker,spdx/CrystalStacker
crystalstacker license,spdx/CrystalStacker
cua office public license v1.0,spdx/CUA-OPL-1.0
cua-opl-1.0,spdx/CUA-OPL-1.0
cube,spdx/Cube
cube license,spdx/Cube
"cup parser generator copyright notice, license, and disclaimer",Approved/CUP Parser Generator License
cup-open-source-license,Approved/CUP Parser Generator License
curl,spdx/curl
curl license,spdx/curl
cval3,Approved/Commercial Vaadin Add-On License version 3
d-fsl-1.0,spdx/D-FSL-1.0
day jcr license,Approved/Day JCR License
day specification license,Approved/Day Specification License
day specification license addendum,Approved/Day Specification License
dejavu changes are in public domain,Approved/Arev Fonts License
design science license,Approved/DESIGN_SCIENCE
design science license (dsl),FSF/dsl
deutsche freie software lizenz,spdx/D-FSL-1.0
diffmark,spdx/diffmark
diffmark license,spdx/diffmark
digirule foss license exception,spdx/DigiRule-FOSS-exception
digirule-foss-exception,spdx/DigiRule-FOSS-exception
do what the f*ck you want to public license,spdx/WTFPL
do what the fack you want to public license,spdx/WTFPL
do what the fuck you want to public license(wtfpl),spdx/WTFPL
doc,spdx/DOC
doc license,spdx/DOC
dom4j,Approved/DOM4J by MetaStuff
dom4j license,Approved/DOM4J by MetaStuff
dotseqn,spdx/Dotseqn
dotseqn license,spdx/Dotseqn
doug lea utilize certain java software technologies in the util.concurrent technology,Approved/TECHNOLOGY LICENSE FROM SUN Microssytems Inc TO DOUG LEA
dsdp,spdx/DSDP
dsdp license,spdx/DSDP
dual license consisting of the cddl v1.1 and gpl v2,Approved/CDDL + GPL-2.0-with-classpath-exception
dual license: cddl 1.0 and gpl v2 with classpath exception,Approved/CDDL + GPL-2.0-with-classpath-exception
dvipdfm,spdx/dvipdfm
dvipdfm license,spdx/dvipdfm
ecc code is license,Approved/Commercial SAA Teacher Trainer ECC Materials License Agreement 
ecc license agreement,Approved/Commercial SAA Teacher Trainer ECC Materials License Agreement 
ecl,spdx/ECL-1.0
ecl-1.0,spdx/ECL-1.0
ecl-2.0,spdx/ECL-2.0
ecl2.0,spdx/ECL-2.0
eclipse distribution license,Approved/EDL-1.0
eclipse distribution license - v 1.0,Approved/EDL-1.0
eclipse distribution license 1.0 (bsd),Approved/EDL-1.0
eclipse distribution license v. 1.0,Approved/EDL-1.0
eclipse foundation cpl,spdx/CPL-1.0
eclipse foundation is the initial agreement steward.,spdx/EPL-1.0
"eclipse license, version 1.0",spdx/EPL-1.0
eclipse project,spdx/EPL-1.0
eclipse public ,spdx/EPL-1.0
eclipse public license,spdx/EPL-1.0
eclipse public license - v 1.0,spdx/EPL-1.0
eclipse public license - version 1.0,spdx/EPL-1.0
eclipse public license 1.0,spdx/EPL-1.0
eclipse public license 2.0,spdx/EPL-2.0
eclipse public license version 1.0,spdx/EPL-1.0
eclipse public license version 2.0,spdx/EPL-2.0
"eclipse public license, version 1.0",spdx/EPL-1.0
eclipse-public-license-v1-0,spdx/EPL-1.0
ecma,Approved/BSD-3-Clause for Ecma International
ecma formal publications (free download),Approved/BSD-3-Clause for Ecma International
ecos exception 2.0,spdx/eCos-exception-2.0
ecos license version 2.0,spdx/GPL-2.0+ WITH eCos-exception-2.0
"ecos public license, version 1.1",spdx/RHeCos-1.1
ecos-2.0,spdx/eCos-2.0
ecos-exception-2.0,spdx/eCos-exception-2.0
ecos2.0,spdx/eCos-2.0
edl,Approved/EDL-1.0
"edl,epl",spdx/EPL-1.0
edl-1.0,Approved/EDL-1.0
edu.oswego.cs.dl.util.concurrent,Approved/TECHNOLOGY LICENSE FROM SUN Microssytems Inc TO DOUG LEA
educational community license,spdx/ECL-2.0
educational community license 2.0,spdx/ECL-2.0
educational community license v1.0,spdx/ECL-1.0
educational community license v2.0,spdx/ECL-2.0
"educational community license, version 2.0",spdx/ECL-2.0
efl-1.0,spdx/EFL-1.0
efl-2.0,spdx/EFL-2.0
eflv2,spdx/EFL-2.0
egenix,spdx/eGenix
egenix.com public license 1.1.0,spdx/eGenix
eiffel,spdx/EFL-2.0
eiffel forum license v1.0,spdx/EFL-1.0
eiffel forum license v2.0,spdx/EFL-2.0
"eiffel forum license, version 2",spdx/EFL-2.0
eiffel forum license?2,spdx/EFL-2.0
either the cddl the gpl version 2 or to extend the choice of license,Approved/CDDL + GPL-2.0-with-classpath-exception
"either the cddl, the gpl version 2 or to extend the choice of license",Approved/CDDL + GPL-2.0-with-classpath-exception
"either the gnu general public license version 2 only (""gpl"") or",Approved/CDDL + GPL-2.0-with-classpath-exception
either the gnu general public license version 2 only (gpl),Approved/CDDL + GPL-2.0-with-classpath-exception
elliptic curve source code license agreement,Approved/MIT for Fedor Indutny
enlightenment license (e16),spdx/MIT-advertising
enna license,spdx/MIT-enna
entessa,spdx/Entessa
entessa public license,spdx/Entessa
entessa public license v1.0,spdx/Entessa
epl,spdx/EPL-1.0
epl-1.0,spdx/EPL-1.0
epl-2.0,spdx/EPL-2.0
erlang public license v1.1,spdx/ErlPL-1.1
erlpl-1.1,spdx/ErlPL-1.1
eu datagrid software license,spdx/EUDatagrid
eudatagrid,spdx/EUDatagrid
eupl,spdx/EUPL-1.1
eupl-1.0,spdx/EUPL-1.0
eupl-1.1,spdx/EUPL-1.1
eupl-1.2,spdx/EUPL-1.2
european union public license,spdx/EUPL-1.1
european union public license (eupl) version 1.1,spdx/EUPL-1.1
european union public license (eupl) version 1.2,spdx/EUPL-1.2
european union public license 1.0,spdx/EUPL-1.0
european union public license 1.1,spdx/EUPL-1.1
european union public license 1.2,spdx/EUPL-1.2
"european union public license, version 1.2",spdx/EUPL-1.2
eurosym,spdx/Eurosym
eurosym license,spdx/Eurosym
everyone is permitted to copy and distribute verbatim copies,spdx/GFDL-1.3
exception as provided by oracle in the gpl version 2 section of the license,spdx/GPL-2.0-with-classpath-exception
expat license,spdx/MIT
extremetransactions development license,Approved/ExtremeTransactions Development License
fabric3 license,Approved/ExtremeTransactions Development License
fair,spdx/Fair
fair license,spdx/Fair
fawkes runtime exception,spdx/Fawkes-Runtime-exception
fawkes-runtime-exception,spdx/Fawkes-Runtime-exception
fdl notice,spdx/GFDL-1.3
feh license,spdx/MIT-feh
file:./sencha_ext_js/ext-6.2.0/license,Approved/Sencha Licensing Notices
file:./snmp4j/snmp4j-2.5.5/license-2_0.txt,spdx/Apache-2.0
file:./snmp4j/snmp4j-2.5.5/license.log4j,spdx/Apache-2.0
fltk exception,spdx/FLTK-exception
fltk-exception,spdx/FLTK-exception
font exception 2.0,spdx/Font-exception-2.0
font-exception-2.0,spdx/Font-exception-2.0
for use under the terms of the sip license,Approved/GPL-3.0 + Python License NOTICE
foss license may be incompatible with the gpl,Approved/MySQL FOSS License Exception
four clause license has not been approved by osi,spdx/BSD-3-Clause
frameworx license,spdx/Frameworx-1.0
frameworx open license 1.0,spdx/Frameworx-1.0
frameworx-1.0,spdx/Frameworx-1.0
free art license,FSF/FreeArt
free public license 1.0.0,spdx/0BSD
free-art-l-1.3,FSF/FreeArt
freebsd,spdx/BSD-2-Clause-FreeBSD
freebsd copyright,FSF/FreeBSD
freebsd documentation license,FSF/FreeBSD
freebsd license,spdx/BSD-2-Clause-FreeBSD
freebsddl,spdx/BSD-2-Clause-FreeBSD
freeimage,spdx/FreeImage
freeimage public license v1.0,spdx/FreeImage
freertos exception 2.0,spdx/freertos-exception-2.0
freertos-exception-2.0,spdx/freertos-exception-2.0
freetype,spdx/FTL
freetype project license,spdx/FTL
fsf all permissive license,spdx/FSFAP
fsf unlimited license,spdx/FSFUL
fsf unlimited license (with license retention),spdx/FSFULLR
fsf/academicfreelicense1.1,spdx/AFL-1.1
fsf/academicfreelicense1.2,spdx/AFL-1.2
fsf/academicfreelicense2.0,spdx/AFL-2.0
fsf/academicfreelicense2.1,spdx/AFL-2.1
fsf/academicfreelicense3.0,spdx/AFL-3.0
fsf/agplv1.0,spdx/AGPL-1.0-only
fsf/agplv3.0,spdx/AGPL-3.0-only
fsf/aladdin,spdx/Aladdin
fsf/apache1,spdx/Apache-1.0
fsf/apache1.1,spdx/Apache-1.1
fsf/apache2,spdx/Apache-2.0
fsf/apsl1,spdx/APSL-1.0
fsf/apsl2,spdx/APSL-2.0
fsf/artisticlicense,spdx/Artistic-1.0
fsf/artisticlicense2,spdx/Artistic-2.0
fsf/berkeleydb,spdx/Sleepycat
fsf/bittorrent,spdx/BitTorrent-1.1
fsf/boost,spdx/BSL-1.0
fsf/cc-by-nc-1.0,spdx/CC-BY-NC-1.0
fsf/cc-by-nc-2.0,spdx/CC-BY-NC-2.0
fsf/cc-by-nc-2.5,spdx/CC-BY-NC-2.5
fsf/cc-by-nc-3.0,spdx/CC-BY-NC-3.0
fsf/cc-by-nc-4.0,spdx/CC-BY-NC-4.0
fsf/cc-by-nd-1.0,spdx/CC-BY-ND-1.0
fsf/cc-by-nd-2.0,spdx/CC-BY-ND-2.0
fsf/cc-by-nd-2.5,spdx/CC-BY-ND-2.5
fsf/cc-by-nd-3.0,spdx/CC-BY-ND-3.0
fsf/cc-by-nd-4.0,spdx/CC-BY-ND-4.0
fsf/cc0,spdx/CC0-1.0
fsf/ccby,spdx/CC-BY-4.0
fsf/ccbysa,spdx/CC-BY-SA-4.0
fsf/cddl,spdx/CDDL-1.0
fsf/cecill,spdx/CECILL-2.0
fsf/cecill-b,spdx/CECILL-B
fsf/cecill-c,spdx/CECILL-C
fsf/clarifiedartistic,spdx/ClArtistic
fsf/clearbsd,spdx/BSD-3-Clause-Clear
fsf/commonpubliclicense10,spdx/CPL-1.0
fsf/condor,spdx/Condor-1.1
fsf/cpal,spdx/CPAL-1.0
fsf/cpol,spdx/CPOL-1.02
fsf/ecl2.0,spdx/ECL-2.0
fsf/ecos11,spdx/RHeCos-1.1
fsf/ecos2.0,spdx/GPL-2.0+ WITH eCos-exception-2.0
fsf/eiffel,spdx/EFL-2.0
fsf/epl,spdx/EPL-1.0
fsf/epl2,spdx/EPL-2.0
fsf/eudatagrid,spdx/EUDatagrid
fsf/eupl-1.1,spdx/EUPL-1.1
fsf/eupl-1.2,spdx/EUPL-1.2
fsf/expat,spdx/MIT
fsf/fdlv1.1,spdx/GFDL-1.1-only
fsf/fdlv1.2,spdx/GFDL-1.2
fsf/fdlv1.3,spdx/GFDL-1.3
fsf/freebsd,spdx/BSD-2-Clause-FreeBSD
fsf/freetype,spdx/FTL
fsf/gnuallpermissive,spdx/FSFAP
fsf/gnugplv3,spdx/GPL-3.0-only
fsf/gnuplot,spdx/gnuplot
fsf/gplfonts,spdx/GPL-3.0-only
fsf/gplother,spdx/GPL-3.0-only
fsf/gplv2,spdx/GPL-2.0-only
fsf/hpnd,spdx/HPND
fsf/ibmpl,spdx/IPL-1.0
fsf/ijg,spdx/IJG
fsf/imatix,spdx/iMatix
fsf/imlib,spdx/Imlib2
fsf/intel,spdx/Intel-ACPI
fsf/ipafont,spdx/IPA
fsf/isc,spdx/ISC
fsf/json,spdx/JSON
fsf/lgplv2.1,spdx/LGPL-2.1-only
fsf/lgplv3,spdx/LGPL-3.0-only
fsf/lppl-1.2,spdx/LPPL-1.2
fsf/lppl-1.3a,spdx/LPPL-1.3a
fsf/lucent102,spdx/LPL-1.02
fsf/modifiedbsd,spdx/BSD-3-Clause
fsf/mpl,spdx/MPL-1.1
fsf/mpl-2.0,spdx/MPL-2.0
fsf/ms-pl,spdx/MS-PL
fsf/ms-rl,spdx/MS-RL
fsf/nasa,spdx/NASA-1.3
fsf/ncsa,spdx/NCSA
fsf/newopenldap,spdx/OLDAP-2.7
fsf/nokia,spdx/Nokia
fsf/nolicense,spdx/NONE
fsf/nosl,spdx/NOSL
fsf/npl-1.0,spdx/NPL-1.0
fsf/npl-1.1,spdx/NPL-1.0
fsf/odbl,spdx/ODbL-1.0
fsf/oldopenldap,spdx/OLDAP-2.2.2
fsf/openpublicl,spdx/OPL-1.0
fsf/openssl,spdx/OpenSSL
fsf/originalbsd,spdx/BSD-4-Clause
fsf/osl-1.0,spdx/OSL-1.0
fsf/osl-1.1,spdx/OSL-1.1
fsf/osl-2.0,spdx/OSL-2.0
fsf/osl-2.1,spdx/OSL-2.1
fsf/osl-3.0,spdx/AFL-3.0
fsf/php-3.01,spdx/PHP-3.0
fsf/python,spdx/Python-2.0
fsf/python1.6b1,spdx/Python-2.0
fsf/python2.0,spdx/Python-2.0
fsf/python2.1,spdx/Python-2.0
fsf/qpl,spdx/QPL-1.0
fsf/rpl,spdx/RPL-1.1
fsf/rpsl,spdx/RPSL-1.0
fsf/ruby,spdx/Ruby
fsf/sgifreeb,spdx/SGI-B-2.0
fsf/silofl-1.0,spdx/OFL-1.0
fsf/silofl-1.1,spdx/OFL-1.1
fsf/spl,spdx/SPL-1.0
fsf/standardmlofnj,spdx/SMLNJ
fsf/unlicense,spdx/Unlicense
fsf/upl,spdx/UPL-1.0
fsf/vim,spdx/Vim
fsf/w3c,spdx/W3C
fsf/watcom,spdx/Watcom-1.0
fsf/wtfpl,spdx/WTFPL
fsf/wtfpl-2.0,spdx/WTFPL
fsf/x11license,spdx/X11
fsf/xfree861.1license,spdx/XFree86-1.1
fsf/xinetd,spdx/xinetd
fsf/yahoo,spdx/YPL-1.0
fsf/zend,spdx/Zend-2.0
fsf/zimbra,spdx/YPL-1.0
fsf/zlib,spdx/Nunit
fsf/zope,spdx/ZPL-1.1
fsf/zope2.0,spdx/ZPL-2.0
fsf/zope2.1,spdx/ZPL-2.1
fsfap,spdx/FSFAP
fsful,spdx/FSFUL
fsfullr,spdx/FSFULLR
ftl,spdx/FTL
ftp://ftp.openwatcom.org/install/license.txt,spdx/Watcom-1.0
gcc runtime library exception 2.0,spdx/GCC-exception-2.0
gcc runtime library exception 3.1,spdx/GCC-exception-3.1
gcc-exception-2.0,spdx/GCC-exception-2.0
gcc-exception-3.1,spdx/GCC-exception-3.1
general public license,spdx/GPL-2.0
general public license version,spdx/GPL-2.0
"general public license version 2 only (""gpl"") or the common development",Approved/CDDL + GPL-2.0-with-classpath-exception
general public license version 2 only ('gpl') or the common development,Approved/CDDL + GPL-2.0-with-classpath-exception
geoapi - java interfaces for ogc/iso standards,Approved/OGC legal NOTICE
gfdl-1.1,spdx/GFDL-1.1
gfdl-1.1+,spdx/GFDL-1.1-or-later
gfdl-1.1-only,spdx/GFDL-1.1-only
gfdl-1.1-or-later,spdx/GFDL-1.1-or-later
gfdl-1.2,spdx/GFDL-1.2
gfdl-1.2+,spdx/GFDL-1.2-or-later
gfdl-1.2-only,spdx/GFDL-1.2-only
gfdl-1.2-or-later,spdx/GFDL-1.2-or-later
gfdl-1.3,spdx/GFDL-1.3
gfdl-1.3+,spdx/GFDL-1.3-only
gfdl-1.3-only,spdx/GFDL-1.3-only
gfdl-1.3-or-later,spdx/GFDL-1.3-or-later
giftware,spdx/Giftware
giftware license,spdx/Giftware
gl2ps,spdx/GL2PS
gl2ps license,spdx/GL2PS
